,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,Attrition,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,DailyRate,MonthlyIncome
374,56,6,3,3,4,2,1,9,11,3,36,2,7,7,0,0,1,0,0,0,0,0,1,0,1,0,0.14739884393063585,2.0978848991637973
375,30,12,3,2,3,2,3,0,11,0,6,3,5,4,0,0,0,0,0,0,1,0,0,1,1,0,0.40173410404624277,0.4660600098376783
376,41,1,3,2,4,2,1,1,16,1,10,3,10,7,0,0,0,1,0,0,0,0,1,0,1,0,-0.22976878612716764,0.912444663059518
377,28,17,2,3,3,9,1,1,12,1,10,3,10,0,0,0,0,0,1,0,0,1,0,0,1,0,0.7167630057803468,-0.030496802754549926
378,25,3,3,1,3,9,1,5,13,1,6,3,2,2,1,0,0,0,1,0,0,0,1,0,1,0,-0.1676300578034682,-0.16010821446138712
379,52,3,3,4,2,6,3,2,14,0,28,3,5,4,0,0,0,0,1,0,0,0,1,0,0,1,-0.7008670520231214,0.8084112149532711
380,45,10,2,1,3,4,4,3,21,2,8,2,2,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.884393063583815,-0.4987702902115101
381,52,4,2,4,3,1,4,2,13,0,31,1,5,2,0,0,1,0,0,0,0,0,1,0,1,0,0.9913294797687862,2.9200688637481553
382,42,29,2,1,3,4,3,2,11,1,19,3,5,4,0,0,1,0,0,0,0,1,0,0,1,0,-0.3930635838150289,-0.030988686669945892
383,30,2,3,3,1,6,4,2,20,0,11,3,5,4,0,0,1,0,0,0,0,0,0,1,1,0,-0.703757225433526,0.3465322183964584
384,46,18,3,3,3,6,3,2,14,1,19,2,10,7,0,0,0,0,1,0,0,1,0,0,1,0,0.9841040462427746,0.03148057058534186
385,42,28,4,4,2,7,4,0,11,3,7,4,6,5,0,0,0,0,0,0,1,0,1,0,1,0,0.815028901734104,-0.03910477127397934
386,24,1,1,1,3,8,2,1,16,0,6,3,5,3,1,0,0,0,0,0,1,0,0,1,0,1,0.930635838150289,-0.36399409739301525
387,34,6,2,4,1,8,3,0,16,1,3,2,2,2,1,0,0,1,0,0,0,1,0,0,1,0,-0.7341040462427746,-0.573290703393999
388,38,2,2,4,3,9,4,1,23,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.9913294797687862,-0.7329070339399901
389,26,23,3,1,3,4,4,1,22,2,3,1,3,2,0,0,1,0,0,0,0,1,0,0,1,0,0.7875722543352601,-0.44171175602557794
390,30,3,3,3,3,9,4,4,15,1,9,1,5,3,0,0,1,0,0,0,0,0,1,0,1,0,0.861271676300578,-0.6357599606492867
391,29,3,4,2,2,3,3,1,18,0,10,3,10,2,0,0,0,0,1,0,0,0,1,0,1,0,0.2630057803468208,1.7838170191834728
392,29,25,5,3,2,4,2,5,16,0,6,4,2,2,1,0,0,0,0,0,1,0,1,0,1,0,-0.5722543352601156,-0.5253320216428923
393,19,2,2,1,2,5,4,1,12,0,1,4,1,0,1,0,0,0,0,0,1,0,0,1,1,0,-0.4552023121387283,-0.5209050664043285
394,30,22,4,3,3,2,1,0,11,0,10,3,9,8,0,0,0,0,0,1,0,0,1,0,1,0,0.8583815028901735,0.9173635022134776
395,57,29,3,1,2,1,4,3,12,1,32,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.8583815028901735,2.3207083128381703
396,30,2,3,3,3,9,4,0,14,0,12,2,11,7,0,0,0,0,1,0,0,0,0,1,1,0,0.4508670520231214,-0.5209050664043285
397,60,28,3,3,2,2,1,4,19,0,22,4,18,13,0,0,0,1,0,0,0,0,1,0,1,0,1.004335260115607,1.3733398917855386
398,47,2,2,1,3,6,4,5,13,3,20,3,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0.2586705202312139,0.0954254795868175
399,35,22,3,4,1,9,3,0,15,0,6,3,5,4,0,0,1,0,0,0,0,0,0,1,1,0,-0.953757225433526,-0.11116576487948844
400,54,8,4,3,3,9,3,7,11,0,19,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.3699421965317919,-0.2218396458435809
401,34,2,4,4,2,4,3,3,12,1,14,3,7,3,0,0,1,0,0,0,0,1,0,0,1,0,0.7210982658959537,-0.47073290703394
402,46,10,3,3,2,2,4,2,19,1,15,3,3,2,0,0,0,1,0,0,0,0,1,0,0,1,0.4638728323699422,1.0794392523364487
403,31,9,1,3,3,6,2,1,25,1,13,4,13,8,0,0,1,0,0,0,0,1,0,0,1,0,0.6791907514450867,1.4672897196261683
404,33,15,1,2,3,1,3,7,12,0,15,4,7,6,1,0,0,0,1,0,0,0,1,0,0,1,0.6835260115606936,2.1957697983275946
405,33,10,1,1,1,9,4,7,13,3,8,3,4,3,1,0,0,0,1,0,0,1,0,0,1,0,-0.31358381502890176,-0.3133300541072307
406,30,7,1,4,3,8,2,0,14,0,4,3,3,2,0,0,0,1,0,0,0,0,0,1,1,0,-0.565028901734104,-0.4178553861288736
407,35,16,3,4,3,7,3,4,12,0,10,3,8,7,0,0,1,0,0,0,0,0,1,0,0,1,0.6820809248554913,0.7255287752090507
408,31,20,3,1,3,7,3,3,12,0,12,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,-0.3901734104046243,1.26463354648303
409,34,23,3,2,3,5,1,9,15,3,11,3,3,2,1,1,0,0,0,0,0,1,0,0,0,1,0.2658959537572254,1.2956222331529759
410,42,5,2,2,3,9,3,4,17,1,8,3,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0.9682080924855492,-0.6367437284800787
411,36,10,4,2,3,2,4,1,14,0,10,2,10,3,0,0,0,0,1,0,0,0,0,1,1,0,-0.24421965317919075,1.3030004918839153
412,22,4,1,3,2,9,3,5,16,0,4,3,2,2,1,0,0,0,0,0,1,0,0,1,1,0,0.815028901734104,-0.19380226266601083
413,48,2,5,2,3,2,4,2,14,1,14,3,9,7,0,0,0,1,0,0,0,0,1,0,1,0,-0.9263005780346821,-0.15518937530742744
414,55,18,5,1,3,1,2,3,23,0,37,3,10,9,0,0,1,0,0,0,0,0,0,1,1,0,0.4523121387283237,2.9889326119035906
415,41,10,2,4,3,2,4,7,14,0,16,3,14,3,0,0,1,0,0,0,0,0,0,1,1,0,-0.7760115606936416,0.3807181505164781
416,35,1,3,2,3,2,3,9,11,0,15,3,11,9,0,0,0,1,0,0,0,0,1,0,1,0,-0.26734104046242774,0.008607968519429415
417,40,6,3,2,3,6,3,7,15,0,22,3,20,6,0,0,1,0,0,0,0,0,0,1,1,0,-0.7254335260115607,2.104033448106247
418,39,8,1,3,3,9,3,1,11,1,8,3,8,3,0,0,1,0,0,0,0,0,1,0,1,0,-0.5216763005780347,-0.2279881947860305
419,31,2,1,2,3,2,4,4,13,0,10,4,6,5,0,0,1,0,0,0,0,0,0,1,0,1,0.03468208092485549,0.4672897196261682
420,42,24,3,4,3,6,1,1,21,1,10,2,10,9,0,0,0,0,1,0,0,0,1,0,0,1,-0.7008670520231214,0.6699458927693065
421,45,2,3,4,3,2,2,0,19,1,9,4,8,7,0,0,0,0,0,1,0,0,1,0,1,0,-0.3511560693641618,0.030250860796851943
422,26,17,4,2,3,5,3,0,11,1,8,2,7,7,1,0,1,0,0,0,0,1,0,0,0,1,-0.546242774566474,-0.47737333989178554
423,29,19,3,4,3,6,4,4,12,2,8,4,3,2,0,0,0,0,0,0,1,1,0,0,1,0,-0.8265895953757225,-0.10329562223315297
424,33,1,5,1,4,3,3,4,19,1,10,3,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0.17052023121387283,2.8288243974422036
425,31,7,3,3,2,1,4,9,21,1,10,2,5,4,0,0,1,0,0,0,0,1,0,0,1,0,-0.1676300578034682,1.690850959173635
426,18,5,3,2,3,8,2,1,14,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0.7254335260115607,-0.6896212493851451
427,40,28,3,3,1,2,1,3,15,1,20,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0.4190751445086705,1.5371372356123956
428,41,2,4,1,2,7,3,2,17,0,10,3,8,7,0,0,0,0,0,1,0,0,0,1,0,1,-0.4263005780346821,0.5236104279390064
429,26,29,2,1,3,2,3,5,12,2,8,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.04190751445086705,-0.09247417609444171
430,35,1,3,1,3,2,3,1,16,0,5,3,5,4,0,0,0,0,1,0,0,0,0,1,1,0,-0.880057803468208,0.04353172651254304
431,34,21,4,4,4,2,4,1,12,0,10,3,10,7,0,0,1,0,0,0,0,0,0,1,1,0,-0.7890173410404624,0.16109198229217905
432,26,24,3,3,1,9,4,1,18,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.48121387283236994,-0.5759960649286768
433,37,1,3,2,3,6,4,4,17,0,12,4,6,5,0,0,0,0,0,0,1,0,0,1,1,0,-0.0072254335260115606,0.690850959173635
434,46,18,1,1,3,7,3,5,11,0,28,2,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0.33236994219653176,1.4375307427447122
435,41,2,5,2,3,1,1,7,16,1,22,3,18,16,0,0,1,0,0,0,0,0,1,0,1,0,0.6820809248554913,2.9299065420560746
436,37,9,4,1,3,2,2,1,13,1,9,3,9,5,0,0,0,0,1,0,0,1,0,0,1,0,-0.9566473988439307,1.0211510083620265
437,52,6,2,4,3,4,1,3,12,2,18,3,10,9,0,0,0,0,0,0,1,1,0,0,0,1,0.21965317919075145,0.22011805213969504
438,32,11,4,4,4,2,3,8,12,0,6,3,4,2,1,0,0,0,0,1,0,0,1,0,1,0,0.9682080924855492,0.006148548942449582
439,24,24,3,4,3,8,4,0,13,2,3,3,2,2,0,0,0,0,1,0,0,0,1,0,1,0,-0.38872832369942195,-0.5612395474667978
440,38,10,3,3,3,7,3,3,19,1,18,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.9985549132947977,1.26463354648303
441,37,1,4,2,3,6,2,6,12,1,8,2,6,5,0,0,1,0,0,0,0,0,1,0,1,0,-0.5173410404624278,0.4340875553369405
442,24,23,3,2,4,4,4,1,11,2,6,3,6,5,0,0,0,0,1,0,0,0,1,0,0,1,-0.16329479768786126,-0.48130841121495327
443,26,28,2,1,3,2,2,1,20,2,6,4,5,3,0,0,0,1,0,0,0,0,1,0,1,0,-0.14595375722543352,0.3910477127397934
444,24,17,2,4,2,9,2,1,21,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0.02745664739884393,-0.6283817019183473
445,25,13,1,2,3,8,3,1,11,0,7,3,7,4,0,0,0,0,1,0,0,0,1,0,1,0,-0.2630057803468208,-0.6360059026069848
446,24,7,3,1,3,9,3,1,16,1,6,3,6,3,1,0,1,0,0,0,0,0,1,0,0,1,0.6979768786127167,-0.44171175602557794
447,30,12,4,2,2,8,1,1,18,1,1,4,1,0,1,0,1,0,0,0,0,0,1,0,1,0,-0.5144508670520231,-0.6515002459419577
448,34,1,2,2,2,4,4,1,13,1,6,3,6,5,0,0,1,0,0,0,0,0,1,0,0,1,-0.7947976878612717,-0.2606984751598623
449,31,13,4,2,3,2,1,2,17,0,9,1,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0.8106936416184971,-0.11042793900639448
450,35,25,2,1,2,9,4,4,14,0,9,3,3,2,0,0,0,0,0,1,0,0,0,1,1,0,-0.38439306358381503,-0.24618789965568125
451,31,6,4,1,4,2,4,4,22,2,13,4,7,7,0,0,0,0,1,0,0,1,0,0,1,0,-0.4031791907514451,0.191342843089031
452,27,6,4,1,2,4,3,0,12,2,6,2,5,3,0,0,0,0,1,0,0,1,0,0,1,0,-0.008670520231213872,-0.6136251844564683
453,37,2,3,4,3,2,3,4,11,1,17,2,3,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.3554913294797688,1.2100344318740777
454,20,1,3,4,2,4,2,1,13,0,1,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.2239884393063584,-0.45400885391047713
455,42,2,4,3,3,7,4,1,13,2,10,3,10,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.2630057803468208,-0.14584358091490407
456,43,6,4,2,2,3,4,4,14,1,21,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.031791907514450865,2.9377766847024103
457,38,1,1,3,3,4,1,3,17,0,8,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.638728323699422,-0.5073782587309394
458,43,9,5,4,3,9,3,3,13,1,10,3,8,7,0,0,0,0,1,0,0,1,0,0,0,1,0.2846820809248555,0.24520413182488932
459,48,1,4,4,2,1,1,7,11,1,21,1,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.6242774566473989,2.636497786522381
460,44,1,4,1,2,5,3,4,11,0,10,4,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0.44508670520231214,0.3204623708804722
461,34,14,3,3,3,8,3,1,18,2,8,3,8,2,0,0,0,0,0,0,1,1,0,0,0,1,-0.8670520231213873,-0.5172159370388588
462,27,2,1,3,3,8,1,0,11,1,5,3,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0.8901734104046243,-0.4035907525823906
463,21,22,1,3,3,8,3,1,11,0,3,3,3,2,0,0,0,0,0,0,1,0,0,1,1,0,0.7789017341040463,-0.3037383177570093
464,22,6,1,1,3,4,3,0,20,0,3,3,2,2,0,0,0,0,1,0,0,0,1,0,1,0,-0.28901734104046245,-0.4695031972454501
465,33,8,4,3,3,2,3,0,12,0,6,3,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0.5953757225433526,0.5956714215445155
466,32,9,4,1,3,4,4,1,12,1,6,2,6,4,0,0,1,0,0,0,0,0,1,0,0,1,-0.22832369942196531,0.4033448106246926
467,30,3,3,3,3,4,3,1,20,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.930635838150289,-0.6392031480570586
468,53,1,1,4,3,2,1,7,20,0,18,4,14,7,0,0,0,0,1,0,0,0,0,1,1,0,-0.8179190751445087,0.9097393015248402
469,34,1,5,2,3,4,4,1,12,1,10,2,10,9,0,0,1,0,0,0,0,0,1,0,1,0,0.8569364161849711,-0.4896704377766847
470,45,26,4,1,3,2,1,2,14,2,5,3,1,1,1,0,1,0,0,0,0,0,1,0,1,0,-0.7196531791907514,-0.09739301524840138
471,26,6,3,3,3,9,4,1,13,1,3,3,3,2,0,0,1,0,0,0,0,0,1,0,0,1,0.2702312138728324,-0.4975405804230202
472,37,3,3,3,3,6,3,1,15,1,10,3,10,7,0,0,0,0,0,1,0,0,1,0,1,0,-0.4653179190751445,1.1687161829808166
473,29,3,2,2,3,2,3,1,14,1,6,2,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0.5375722543352601,0.2161829808165273
474,35,6,4,2,1,4,4,1,13,0,17,3,17,11,0,0,1,0,0,0,0,0,0,1,1,0,0.3078034682080925,0.48303000491883913
475,33,6,3,3,3,7,4,3,23,1,15,1,13,11,0,0,1,0,0,0,0,1,0,0,1,0,0.7109826589595376,0.7484013772749631
476,54,19,4,3,3,5,2,2,15,1,16,4,9,7,0,0,0,0,1,0,0,0,1,0,1,0,-0.588150289017341,1.486227250368913
477,36,9,2,2,2,6,2,2,11,1,13,3,3,2,0,0,0,0,1,0,0,1,0,0,0,1,0.157514450867052,1.0243482538121003
478,27,3,4,1,2,4,4,0,13,0,5,3,4,2,0,0,0,0,1,0,0,0,0,1,1,0,0.44942196531791906,-0.6485489424495819
479,20,10,1,4,3,4,3,1,11,0,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0.8063583815028902,-0.9033448106246925
480,33,3,3,1,3,4,1,1,11,0,10,3,10,8,1,0,1,0,0,0,0,0,0,1,0,1,0.3930635838150289,-0.3280865715691097
481,35,3,3,3,2,9,3,1,18,2,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.11127167630057803,-0.8364485981308412
482,23,4,3,1,4,4,1,2,16,1,5,4,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0.11705202312138728,-0.45818986719134286
483,25,8,3,4,4,2,2,0,22,1,4,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.008670520231213872,0.04156419085095917
484,38,7,4,4,2,2,4,0,20,0,8,3,7,7,0,0,0,1,0,0,0,0,0,1,1,0,-0.8106936416184971,-0.16084604033448105
485,29,1,4,2,1,4,4,1,18,1,10,3,10,7,0,0,1,0,0,0,0,1,0,0,1,0,0.002890173410404624,-0.4825381210034432
486,48,2,1,2,4,2,2,3,12,0,12,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0.01878612716763006,0.8455484505656665
487,27,3,1,4,4,2,4,1,20,2,6,3,6,5,0,0,0,0,1,0,0,1,0,0,0,1,0.8757225433526011,-0.008607968519429415
488,37,10,2,4,4,4,4,3,17,0,4,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.6083815028901735,-0.0004918839153959665
489,50,28,1,4,4,9,3,1,11,3,20,3,20,8,0,0,0,0,1,0,0,0,1,0,0,1,0.5823699421965318,-0.35932120019675357
490,34,9,3,4,2,7,2,1,14,0,9,4,8,7,0,0,0,0,1,0,0,0,0,1,1,0,0.9219653179190751,0.9687653713723561
491,24,3,2,1,3,2,3,9,14,0,4,3,2,2,1,0,1,0,0,0,0,0,0,1,1,0,-0.16040462427745664,-0.025823905558288243
492,39,2,4,4,2,7,3,1,11,0,20,3,20,7,0,0,0,0,0,0,1,0,0,1,1,0,-0.5722543352601156,-0.03172651254303984
493,32,10,3,4,3,2,4,1,12,0,10,2,10,7,0,0,0,1,0,0,0,0,0,1,1,0,0.18063583815028902,0.17560255779636005
494,50,8,2,2,3,2,3,3,14,1,18,3,4,3,1,0,0,0,0,0,1,0,1,0,0,1,-0.34971098265895956,0.5199212985735366
495,38,1,4,2,4,7,4,0,13,0,10,2,9,7,0,0,1,0,0,0,0,0,0,1,1,0,0.033236994219653176,0.7238071815051648
496,27,1,2,3,3,6,1,1,11,0,9,3,9,7,0,0,1,0,0,0,0,0,1,0,1,0,-0.2832369942196532,0.6714215445154943
497,32,3,2,3,3,3,4,3,15,0,10,3,7,7,0,0,1,0,0,0,0,0,0,1,1,0,0.3092485549132948,1.5929660600098376
498,47,14,4,4,3,2,1,2,12,0,20,3,7,7,0,0,0,1,0,0,0,0,0,1,1,0,-0.14595375722543352,0.06837186424003935
499,40,5,4,4,2,2,1,5,21,1,20,3,18,13,0,0,1,0,0,0,0,0,1,0,0,1,-0.3236994219653179,1.424741760944417
500,53,7,3,3,4,3,3,3,19,0,32,3,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0.2398843930635838,2.4918839153959667
501,60,16,4,1,3,2,1,8,14,0,10,3,2,2,0,0,0,1,0,0,0,0,0,1,1,0,0.541907514450867,0.17781603541564192
502,27,10,2,4,3,6,1,1,21,2,9,2,9,7,0,0,1,0,0,0,0,1,0,0,1,0,-0.7369942196531792,1.0110673880964092
503,50,8,4,4,3,8,2,7,15,1,4,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,-0.7052023121387283,-0.19847515986227252
504,28,1,2,1,1,4,2,7,13,0,10,3,7,7,1,0,1,0,0,0,0,0,0,1,0,1,-0.21676300578034682,-0.6064928676832267
505,36,8,3,1,4,3,1,9,14,1,10,3,8,7,0,0,1,0,0,0,0,0,1,0,1,0,-0.5447976878612717,1.7292179045745204
506,38,1,3,3,3,6,3,4,14,0,10,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,-0.9190751445086706,0.7818494835218889
507,44,24,3,1,1,9,3,2,14,0,9,3,5,2,0,0,0,0,1,0,0,0,0,1,1,0,-0.611271676300578,-0.2395474667978357
508,47,3,3,4,3,2,3,9,12,2,28,2,22,2,0,0,0,0,1,0,0,1,0,0,0,1,-0.8482658959537572,2.235120511559272
509,30,27,5,3,3,2,4,7,23,1,10,2,8,7,0,0,0,1,0,0,0,1,0,0,1,0,-0.43786127167630057,0.1529758976881456
510,29,10,3,3,3,8,3,1,11,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.8554913294797688,-0.5017215937038859
511,42,19,3,3,4,4,3,6,12,0,7,3,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0.18641618497109827,-0.47294638465322186
512,43,15,3,4,2,2,4,3,18,1,7,3,2,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.04190751445086705,0.5218888342351206
513,34,8,2,2,3,7,3,3,11,0,10,3,5,1,0,0,0,0,1,0,0,0,0,1,1,0,0.2398843930635838,0.35907525823905556
514,23,9,1,2,3,9,1,1,14,1,5,4,4,3,0,0,0,0,1,0,0,0,1,0,1,0,-0.22254335260115607,-0.5366453516969996
515,39,3,3,3,4,5,2,9,15,1,12,1,8,3,0,1,0,0,0,0,0,0,1,0,1,0,-0.958092485549133,0.41982292179045744
516,56,9,3,3,3,7,4,7,11,0,30,2,10,7,0,0,0,0,1,0,0,0,1,0,1,0,0.04046242774566474,1.5791933103787505
517,40,2,1,4,2,4,4,0,20,0,5,2,4,2,0,0,0,0,1,0,0,0,0,1,0,1,0.0,-0.5755041810132808
518,27,7,3,4,2,7,1,8,19,0,9,1,7,6,0,0,0,0,1,0,0,0,0,1,1,0,0.24710982658959538,0.5236104279390064
519,29,10,3,4,3,8,2,1,14,2,2,3,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0.41329479768786126,-0.5865715691096901
520,53,6,3,4,3,9,4,2,17,0,19,3,2,2,0,0,1,0,0,0,0,0,0,1,1,0,-0.661849710982659,-0.5489424495818986
521,35,2,4,4,3,7,1,2,11,1,16,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.6083815028901735,0.10108214461387113
522,32,24,4,1,3,9,4,1,15,2,10,3,10,8,0,0,1,0,0,0,0,0,1,0,1,0,-0.5404624277456648,0.1542056074766355
523,38,2,5,4,3,4,3,6,13,1,6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.7745664739884393,-0.39965568125922285
524,34,8,5,2,3,6,1,3,14,1,7,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.9205202312138728,0.10796851942941466
525,52,3,4,3,2,1,1,1,11,0,34,4,34,6,0,0,0,1,0,0,0,0,1,0,1,0,-0.26445086705202314,2.9940973930152484
526,33,1,4,4,3,4,4,1,13,0,10,2,10,9,1,0,0,0,0,1,0,0,0,1,0,1,-0.40028901734104044,-0.49090014756517464
527,25,26,1,3,3,2,4,1,23,0,6,2,6,5,0,0,0,0,1,0,0,0,0,1,1,0,0.11416184971098266,0.3684210526315789
528,45,2,2,2,1,8,3,0,13,0,9,3,8,7,0,0,0,0,0,0,1,0,0,1,1,0,0.21676300578034682,0.4795868175110674
529,23,10,1,1,4,4,3,1,18,0,2,3,2,2,0,0,0,0,1,0,0,0,0,1,1,0,-0.7138728323699421,-0.2894736842105263
530,47,27,2,2,4,2,3,4,12,0,8,3,5,4,1,0,1,0,0,0,0,0,0,1,0,1,-0.12283236994219653,0.4217904574520413
531,34,2,3,4,3,2,4,1,22,0,6,3,6,5,0,0,0,0,0,1,0,0,0,1,1,0,-0.7225433526011561,0.3915395966551894
532,36,8,4,1,2,2,1,1,15,0,10,3,10,7,0,0,1,0,0,0,0,0,0,1,1,0,0.9104046242774566,0.7144613871126414
533,52,19,4,4,3,4,4,0,18,1,5,3,4,3,0,0,0,0,1,0,0,0,1,0,1,0,-0.12861271676300579,-0.1042793900639449
534,26,1,2,1,1,9,4,3,14,1,5,3,2,2,0,0,1,0,0,0,0,1,0,0,1,0,-0.3309248554913295,-0.07820954254795869
535,29,27,3,2,3,7,3,4,12,1,11,2,8,7,0,0,0,0,1,0,0,0,1,0,1,0,-0.21242774566473988,-0.0853418593212002
536,26,8,3,4,2,2,1,6,17,0,6,2,4,3,1,0,0,0,0,0,1,0,0,1,1,0,0.49421965317919075,0.15838662075750123
537,34,1,4,2,4,4,4,2,16,0,10,3,4,2,0,0,1,0,0,0,0,0,0,1,1,0,-0.8988439306358381,-0.34481062469257256
538,54,19,4,4,3,6,1,9,11,2,9,3,5,3,0,0,0,0,1,0,0,1,0,0,0,1,-0.6184971098265896,0.19749139203148058
539,27,8,1,3,3,2,4,0,19,1,5,3,4,2,0,0,0,1,0,0,0,0,1,0,1,0,0.036127167630057806,-0.08362026561731431
540,37,10,1,4,3,4,1,0,13,2,6,2,5,3,0,0,1,0,0,0,0,1,0,0,0,1,-0.33670520231213874,-0.4672897196261682
541,38,2,4,1,4,6,1,6,12,0,17,3,15,7,0,0,1,0,0,0,0,0,0,1,0,1,-0.815028901734104,0.3192326610919823
542,34,2,4,3,2,4,1,1,11,0,6,3,6,5,0,0,0,0,1,0,0,0,0,1,1,0,-0.9869942196531792,-0.07402852926709297
543,35,8,4,1,3,8,4,1,16,1,3,2,3,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.6069364161849711,-0.5189375307427447
544,30,1,3,4,1,9,3,3,21,2,7,3,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0.16907514450867053,-0.2088047220855878
545,40,2,2,3,4,7,2,1,24,1,8,3,8,7,0,0,0,0,1,0,0,0,1,0,1,0,-0.01878612716763006,-0.10772257747171668
546,34,8,2,3,3,2,1,5,17,1,6,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.4436416184971098,0.4471224790949336
547,23,6,3,3,4,9,1,1,21,2,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.634393063583815,-0.7577471716674865
548,24,9,3,3,2,9,2,1,11,3,1,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.4161849710982659,-0.4889326119035908
549,52,11,4,4,3,9,3,8,20,1,9,3,5,2,0,0,1,0,0,0,0,0,1,0,1,0,0.7528901734104047,-0.37702902115100834
550,29,1,2,2,2,9,1,1,11,1,1,3,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0.001445086705202312,-0.5811608460403345
551,33,7,3,3,3,3,3,0,11,0,14,4,13,9,0,0,0,0,1,0,0,0,1,0,1,0,-0.8540462427745664,1.7238071815051648
552,33,16,3,1,3,2,1,5,15,0,6,3,3,2,1,0,0,1,0,0,0,0,0,1,1,0,-0.9913294797687862,0.15789473684210525
553,47,2,2,3,3,1,4,1,11,1,26,2,26,14,0,0,0,0,0,1,0,0,1,0,0,1,-0.869942196531792,2.968519429414658
554,36,1,3,3,3,6,2,0,15,1,10,3,9,7,0,0,0,0,0,1,0,0,1,0,1,0,-0.18497109826589594,0.13428430890309886
555,29,23,2,3,4,4,3,1,24,1,10,3,10,7,0,0,1,0,0,0,0,0,1,0,1,0,0.6473988439306358,-0.48745696015740286
556,35,1,4,4,4,4,3,3,13,0,7,3,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0.6560693641618497,-0.5351696999508117
557,42,1,2,4,2,6,4,9,13,1,8,3,4,3,0,0,1,0,0,0,0,0,1,0,0,1,0.18497109826589594,0.3393999016232169
558,28,2,4,3,3,4,3,6,17,0,5,2,2,2,1,0,0,0,1,0,0,0,0,1,1,0,0.12427745664739884,-0.07378258730939498
559,36,13,3,3,3,5,2,4,13,1,8,3,5,2,0,1,0,0,0,0,0,0,1,0,1,0,0.342485549132948,-0.6244466305951796
560,32,4,3,3,2,6,3,1,12,1,14,3,14,13,0,0,1,0,0,0,0,0,1,0,1,0,0.07947976878612717,0.36399409739301525
561,40,16,4,1,2,9,3,6,14,0,10,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.12138728323699421,0.10132808657156911
